,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
119925,390051,\N,\N,Withheld for privacy,21,134,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 01:04,1,31/08/2019 01:04,33.8559,4.3.1,en,\N,\N,\N,\N,KR,900,31/08/2019 08:04,8,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
119941,390068,eeb1480101f13f4221eb8843c83061a8,a880cc4b676b0a33485955148fd0a109,Kawai Synth K4 Compatible Power Supply Plug Charger,8,51,en,123985932,\N,\N,\N,103,653,en,\N,\N,4,e-commerce,Music making & pedals,31/08/2019 01:34,1,31/08/2019 01:34,0.266509,\N,en,\N,\N,\N,\N,US,-500,30/08/2019 18:34,18,3,21,sentence_embeddings,\N,no,no,no,31/08/2019 01:34,31/08/2019 01:34,31/08/2019 01:34,1,0.3333,1
120014,390142,\N,\N,Withheld for privacy,6,25,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 03:39,3,31/08/2019 03:40,12.9693,4.3.1,en,\N,\N,\N,\N,CA,-600,30/08/2019 19:39,19,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
120081,390210,\N,\N,Withheld for privacy,2,18,en,6896274,\N,2003,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 05:51,5,31/08/2019 05:51,0.15775899999999998,4.3.1,en,\N,\N,\N,\N,BG,300,31/08/2019 06:51,6,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
120114,390244,\N,\N,Withheld for privacy,6,55,en,64439225,\N,2015,2,104,735,en,19902057,5,1,digital_library,academic_publication,31/08/2019 06:59,6,31/08/2019 06:59,3.8046,4.3.1,en,\N,\N,\N,\N,IN,530,31/08/2019 10:29,10,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
120253,390388,\N,\N,Withheld for privacy,23,154,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 13:13,13,31/08/2019 13:13,14.911,4.3.1,en,\N,\N,\N,\N,CN,800,31/08/2019 19:13,19,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,4,0.5714,1
120274,390409,db0288497bfcddfbff97ca8ceda12f1e,5c4acbbf20cc293dfce1498c187096a9,5-way power splitter cable for Korg Volca by MyVolts (5-way splitter + US PSU) - white,14,86,en,123983177,\N,\N,\N,638,3505,en,\N,\N,4,e-commerce,\N,31/08/2019 13:48,13,31/08/2019 13:48,0.282156,\N,en,\N,\N,\N,\N,BG,300,31/08/2019 14:48,14,3,21,sentence_embeddings,\N,no,no,no,31/08/2019 13:48,31/08/2019 13:48,31/08/2019 13:51,1,0.3333,1
120473,390614,46015d40bb2433595af1410c746e3471,9a4ea7ee78becd0b186443c0dad23181,Maxtor External hard drive Basics 1TB Compatible Power Supply Plug Charger,11,74,en,123996551,\N,\N,\N,119,771,en,\N,\N,4,e-commerce,Hard drives & NAS,31/08/2019 16:47,16,31/08/2019 16:47,0.0812621,\N,en,\N,\N,\N,\N,US,-700,31/08/2019 07:47,7,3,27,sentence_embeddings,\N,no,no,no,31/08/2019 16:47,31/08/2019 16:47,31/08/2019 16:47,1,0.3333,1
120531,390677,3902677038066845d9c1efc4073ccbad,2b87d422871b0b10908dd0dcf662fdb0,Alesis MIDI controller Q25 Compatible Power Supply Plug Charger,9,63,en,123983724,\N,\N,\N,108,707,en,\N,\N,4,e-commerce,Music making & pedals,31/08/2019 18:01,18,31/08/2019 18:01,0.0996668,\N,en,\N,\N,\N,\N,US,-400,31/08/2019 12:01,12,3,21,sentence_embeddings,\N,no,no,no,31/08/2019 18:01,31/08/2019 18:01,31/08/2019 18:02,1,0.3333,1
120588,390738,\N,\N,Withheld for privacy,6,54,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 19:20,19,31/08/2019 19:20,2.7345599999999997,4.3.1,en,\N,\N,\N,\N,BR,-300,31/08/2019 14:20,14,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
120606,390760,eeb1480101f13f4221eb8843c83061a8,20ba8d8c98eda12a8b12bec244469bcf,Seagate External hard drive SRD0SD0 Compatible Power Supply Plug Charger,11,72,en,123983333,\N,\N,\N,119,759,en,\N,\N,4,e-commerce,Hard drives & NAS,31/08/2019 19:53,19,31/08/2019 19:53,0.0721922,\N,en,\N,\N,\N,\N,US,-400,31/08/2019 13:53,13,3,12,content_based_filtering,edismax_QP,yes,yes,yes,31/08/2019 19:53,31/08/2019 19:53,31/08/2019 19:55,1,0.3333,1
120610,390765,\N,\N,Comprehensive Comparison of Reference Managers: Mendeley vs. Zotero vs. Docear | Prof. Joeran Beel (TCD Dublin),15,111,en,124015835,\N,\N,\N,32,195,en,\N,\N,8,blog,article,31/08/2019 19:56,19,31/08/2019 19:56,0.22944099999999998,\N,\N,\N,\N,\N,\N,TH,700,01/09/2019 00:56,0,5,8,content_based_filtering,standard_QP,yes,yes,yes,31/08/2019 19:56,31/08/2019 19:56,31/08/2019 19:57,1,0.2,1
120649,390805,\N,\N,Withheld for privacy,9,53,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 20:31,20,31/08/2019 20:31,6.894360000000001,4,en,\N,\N,\N,\N,BR,-300,31/08/2019 15:31,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,3,0.4286,1
120662,390818,\N,\N,Withheld for privacy,9,53,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,31/08/2019 20:46,20,31/08/2019 20:46,2.24847,4,en,\N,\N,\N,\N,BR,-300,31/08/2019 15:46,15,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
120778,390940,5bdff0701e853653a043c0e4fc27fbaa,2b87d422871b0b10908dd0dcf662fdb0,Alesis Drum module DM8 Compatible Power Supply Plug Charger,9,59,en,123983728,\N,\N,\N,108,687,en,\N,\N,4,e-commerce,Music making & pedals,31/08/2019 22:45,22,31/08/2019 22:45,0.269967,\N,en,\N,\N,\N,\N,US,-400,31/08/2019 16:45,16,3,21,sentence_embeddings,\N,no,no,no,31/08/2019 22:45,31/08/2019 22:45,31/08/2019 22:46,1,0.3333,1
120789,390951,2df91cd846e905cc5ec478cc35416fdf,6ec5c3408b8333fa4ae1487eec0b40d9,Digitech Effects pedal Whammy 4 Compatible Power Supply Plug Charger,9,68,en,123984691,\N,\N,\N,108,727,en,\N,\N,4,e-commerce,Music making & pedals,31/08/2019 22:53,22,31/08/2019 22:53,0.0672789,\N,en,\N,\N,\N,\N,US,-500,31/08/2019 15:53,15,3,14,content_based_filtering,edismax_QP,yes,no,yes,31/08/2019 22:53,31/08/2019 22:53,31/08/2019 22:53,1,0.3333,1
120808,390971,5d94f538349caf191900f9ced7a13a92,666332998c62658cc43216116351bf1f,Seagate External hard drive FreeAgent Xtreme Compatible Power Supply Plug Charger,11,81,en,123983402,\N,\N,\N,119,813,en,\N,\N,4,e-commerce,Hard drives & NAS,31/08/2019 23:13,23,31/08/2019 23:13,0.278138,\N,en,\N,\N,\N,\N,NO,200,31/08/2019 23:13,23,3,27,sentence_embeddings,\N,no,no,no,31/08/2019 23:13,31/08/2019 23:13,31/08/2019 23:19,1,0.3333,1
120840,391005,b4bbcd9153f40edfea60b4005a884880,6ec5c3408b8333fa4ae1487eec0b40d9,Roland Guitar Amplifier CUBE-LM Compatible Power Supply Plug Charger,10,68,en,123983650,\N,\N,\N,114,740,en,\N,\N,4,e-commerce,\N,31/08/2019 23:53,23,31/08/2019 23:53,4.06086,\N,en,\N,\N,\N,\N,US,-400,31/08/2019 17:53,17,3,8,content_based_filtering,standard_QP,yes,yes,yes,31/08/2019 23:53,31/08/2019 23:53,31/08/2019 23:53,1,0.3333,1
120876,391042,\N,\N,Withheld for privacy,1,10,en,5354672,\N,2017,1,181,1181,it,2431011,19,1,digital_library,academic_publication,01/09/2019 00:48,0,01/09/2019 00:48,0.107447,4.3.1,en,\N,\N,\N,\N,BR,-300,31/08/2019 19:48,19,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
120941,391108,\N,\N,Withheld for privacy,2,19,it,4078128,\N,2017,1,25,174,it,1722201,26,1,digital_library,academic_publication,01/09/2019 02:21,2,01/09/2019 02:21,1.5258399999999999,4.3.1,en,\N,\N,\N,\N,IT,200,01/09/2019 02:21,2,7,15,content_based_filtering,mlt_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
120955,391124,\N,\N,Withheld for privacy,8,51,en,72118153,\N,2013,4,81,544,en,21663305,6,1,digital_library,academic_publication,01/09/2019 02:36,2,01/09/2019 02:36,13.3301,4.3.1,en,\N,\N,\N,\N,IT,200,01/09/2019 02:36,2,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
120972,391141,3ce5de6574b74d9e6f6657547091755b,fb7a96085b86e381e3125990d97fc2ca,Keeley Effects pedal Compressor Pro Compatible Power Supply Plug Charger,10,72,en,123987098,\N,\N,\N,114,763,en,\N,\N,4,e-commerce,Music making & pedals,01/09/2019 03:04,3,01/09/2019 03:04,4.14088,\N,en,\N,\N,\N,\N,US,-400,31/08/2019 21:04,21,3,8,content_based_filtering,standard_QP,yes,yes,yes,01/09/2019 03:04,01/09/2019 03:04,01/09/2019 03:04,1,0.3333,1
121023,391194,\N,\N,Withheld for privacy,6,63,en,8486549,\N,2001,2,\N,\N,\N,3420452,36,1,digital_library,academic_publication,01/09/2019 04:32,4,01/09/2019 04:32,2.6234900000000003,4.3.1,zh,\N,\N,\N,\N,CN,800,01/09/2019 10:32,10,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,2,0.2857,1
121104,391277,483febb9f1fe0f314149d15810dabb85,2b87d422871b0b10908dd0dcf662fdb0,Sony Bluetooth speaker SRS-XB30 Compatible Power Supply Plug Charger,10,68,en,123983291,\N,\N,\N,114,731,en,\N,\N,4,e-commerce,DAB & audio,01/09/2019 07:29,7,01/09/2019 07:29,0.273171,\N,en,\N,\N,\N,\N,US,-700,31/08/2019 22:29,22,3,27,sentence_embeddings,\N,no,no,no,01/09/2019 07:29,01/09/2019 07:29,01/09/2019 09:26,1,0.3333,1
121207,391384,46015d40bb2433595af1410c746e3471,5a1babab31827ddf0c9622cebda29f8d,Casio Keyboard CT-630 Compatible Power Supply Plug Charger,8,58,en,123983446,\N,\N,\N,103,684,en,\N,\N,4,e-commerce,Music making & pedals,01/09/2019 10:51,10,01/09/2019 10:51,0.27416999999999997,\N,en,\N,\N,\N,\N,US,-700,01/09/2019 01:51,1,3,27,sentence_embeddings,\N,no,no,no,01/09/2019 10:51,01/09/2019 10:51,01/09/2019 10:52,1,0.3333,1
121221,391398,\N,\N,Withheld for privacy,8,38,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 11:13,11,01/09/2019 11:14,14.1986,4.3.1,en,\N,\N,\N,\N,DE,200,01/09/2019 11:13,11,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,18,2.5714,1
121235,391413,\N,\N,"2-Weeks Research Visit at the National Institute of Informatics (NII), Tokyo, Japan | Prof. Joeran Beel (TCD Dublin)",17,116,en,124016362,\N,\N,\N,36,190,en,\N,\N,8,blog,article,01/09/2019 11:30,11,01/09/2019 11:30,0.0559039,\N,\N,\N,\N,\N,\N,PK,500,01/09/2019 14:30,14,5,6,content_based_filtering,mlt_QP,yes,no,no,01/09/2019 11:30,01/09/2019 11:30,\N,1,0.2,1
121256,391436,46015d40bb2433595af1410c746e3471,20def89987c84fd1dfbbf3476b1f46d0,Line 6 Multi effects AMPLIFi FX100 Compatible Power Supply Plug Charger,10,71,en,123984304,\N,\N,\N,114,757,en,\N,\N,4,e-commerce,\N,01/09/2019 12:00,12,01/09/2019 12:00,0.25255700000000003,\N,en,\N,\N,\N,\N,US,-700,01/09/2019 03:00,3,3,27,sentence_embeddings,\N,no,no,no,01/09/2019 12:00,01/09/2019 12:00,01/09/2019 12:00,1,0.3333,1
121318,391507,\N,\N,Withheld for privacy,11,65,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 13:39,13,01/09/2019 13:39,13.2065,4,en,\N,\N,\N,\N,GB,100,01/09/2019 12:39,12,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
121338,391531,\N,\N,Withheld for privacy,9,55,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 13:58,13,01/09/2019 13:58,0.0276184,4,en,\N,\N,\N,\N,GB,100,01/09/2019 12:58,12,7,3,stereotype,\N,no,no,no,\N,\N,\N,2,0.2857,1
121461,391659,\N,\N,Withheld for privacy,14,101,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 16:23,16,01/09/2019 16:24,29.557,4.3.1,ja,\N,\N,\N,\N,JP,900,01/09/2019 23:23,23,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
121475,391673,\N,\N,Withheld for privacy,6,42,en,32653890,en,\N,1,167,1070,en,6225245,375,1,digital_library,academic_publication,01/09/2019 16:35,16,01/09/2019 16:35,11.3885,4.3.1,en,\N,\N,\N,\N,NE,100,01/09/2019 15:35,15,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,6,0.8571,1
121476,391674,\N,\N,Withheld for privacy,8,60,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 16:37,16,01/09/2019 16:37,5.86538,4.3.1,en,\N,\N,\N,\N,TR,300,01/09/2019 17:37,17,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
121518,391718,\N,\N,Withheld for privacy,11,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 17:25,17,01/09/2019 17:25,9.20019,4.3.1,en,\N,\N,\N,\N,DE,200,01/09/2019 17:25,17,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
121570,391770,\N,\N,Withheld for privacy,6,42,en,32653890,en,\N,1,167,1070,en,6225245,375,1,digital_library,academic_publication,01/09/2019 18:26,18,01/09/2019 18:26,6.61192,4.3.1,en,\N,\N,\N,\N,NE,100,01/09/2019 17:26,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,6,0.8571,1
121597,391798,\N,\N,Withheld for privacy,6,45,en,19197828,\N,1996,5,105,714,en,6014777,208,1,digital_library,academic_publication,01/09/2019 18:49,18,01/09/2019 18:49,4.83601,4.3.1,en,\N,\N,\N,\N,NE,100,01/09/2019 17:49,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,7,1.0,1
121625,391827,\N,\N,Withheld for privacy,2,22,es,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 19:16,19,01/09/2019 19:16,4.15707,4,en,\N,\N,\N,\N,BR,-300,01/09/2019 14:16,14,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
121763,391970,\N,\N,Withheld for privacy,8,55,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,01/09/2019 21:29,21,01/09/2019 21:29,1.88743,4.3.1,en,\N,\N,\N,\N,BR,-300,01/09/2019 16:29,16,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
121801,392009,\N,\N,Withheld for privacy,9,51,pt,39684368,\N,2013,1,217,1272,pt,16343298,13,1,digital_library,academic_publication,01/09/2019 22:09,22,01/09/2019 22:09,12.6313,4,en,\N,\N,\N,\N,BR,-300,01/09/2019 17:09,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
121837,392048,05652aaad2a87c93d6a0f2f794a2c42c,c1e48abb10949c1a4df7bd6acdf83bba,Horizon Trainer Andes 3 Compatible Power Supply Plug Charger,8,60,en,123984176,\N,\N,\N,103,699,en,\N,\N,4,e-commerce,\N,01/09/2019 22:47,22,01/09/2019 22:47,0.075907,\N,en,\N,\N,\N,\N,PL,200,01/09/2019 22:47,22,3,21,sentence_embeddings,\N,no,no,no,01/09/2019 22:47,01/09/2019 22:47,\N,1,0.3333,1
121874,392086,46015d40bb2433595af1410c746e3471,38dd7c2c902dc44aeefd1c3cb5448824,Digitech PSU part PS0913B-240 Compatible Power Supply Plug Charger,10,66,en,123986215,\N,\N,\N,114,708,en,\N,\N,4,e-commerce,Everything else,01/09/2019 23:21,23,01/09/2019 23:21,0.22299000000000002,\N,en,\N,\N,\N,\N,US,-700,01/09/2019 14:21,14,3,1,content_based_filtering,standard_QP,yes,no,no,01/09/2019 23:21,01/09/2019 23:21,01/09/2019 23:22,1,0.3333,1
121974,392192,d4e1fe06d00680be89ee34f8d8357187,7932084ad137d718bed587970dca3c7e,Yamaha Keyboard DGX-500 Compatible Power Supply Plug Charger,8,60,en,123984374,\N,\N,\N,103,698,en,\N,\N,4,e-commerce,Music making & pedals,02/09/2019 01:33,1,02/09/2019 01:33,0.0696707,\N,en,\N,\N,\N,\N,US,-400,01/09/2019 19:33,19,3,13,content_based_filtering,standard_QP,yes,no,yes,02/09/2019 01:33,02/09/2019 01:33,02/09/2019 01:34,1,0.3333,1
121978,392196,\N,\N,Withheld for privacy,11,76,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 01:35,1,02/09/2019 01:35,4.72147,4.3.1,en,\N,\N,\N,\N,BR,-300,01/09/2019 20:35,20,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
122034,392256,\N,\N,Withheld for privacy,10,76,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 03:06,3,02/09/2019 03:06,4.64335,4.3.1,en,\N,\N,\N,\N,ZA,200,02/09/2019 03:06,3,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
122087,392313,149e42d40f9e69f42ac011e6efd4efad,471e4b86e3560c6feb474def098169b6,Ripcord USB to 12V DC power cable compatible with the Korg KP3 Sampler,13,70,en,124016459,\N,\N,\N,125,693,en,\N,\N,4,e-commerce,Music making & pedals,02/09/2019 04:01,4,02/09/2019 04:01,0.48040299999999997,\N,en,\N,\N,\N,\N,US,-500,01/09/2019 21:01,21,3,27,sentence_embeddings,\N,no,no,no,02/09/2019 04:01,02/09/2019 04:01,02/09/2019 04:04,1,0.3333,1
122093,392319,149e42d40f9e69f42ac011e6efd4efad,471e4b86e3560c6feb474def098169b6,Ripcord USB to 12V DC power cable compatible with the Novation Circuit Groovebox,13,80,en,123987264,\N,\N,\N,125,711,en,\N,\N,4,e-commerce,Music making & pedals,02/09/2019 04:06,4,02/09/2019 04:06,0.10937000000000001,\N,en,\N,\N,\N,\N,US,-500,01/09/2019 21:06,21,3,27,sentence_embeddings,\N,no,no,no,02/09/2019 04:06,02/09/2019 04:06,02/09/2019 04:06,1,0.3333,1
122243,392481,\N,\N,People in our Group | Prof. Joeran Beel (TCD Dublin),9,52,en,124015833,\N,\N,\N,31,200,en,\N,\N,8,blog,article,02/09/2019 08:06,8,02/09/2019 08:06,0.474749,\N,\N,\N,\N,\N,\N,TH,700,02/09/2019 13:06,13,5,21,sentence_embeddings,\N,no,no,no,02/09/2019 08:06,02/09/2019 08:06,02/09/2019 08:07,1,0.2,1
122345,392594,\N,\N,Withheld for privacy,20,139,en,1570223,\N,2017,4,132,843,en,914072,2,1,digital_library,academic_publication,02/09/2019 10:04,10,02/09/2019 10:04,16.1496,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122366,392627,\N,\N,Withheld for privacy,8,51,en,35949751,\N,1892,1,343,1983,en,15999537,9,1,digital_library,academic_publication,02/09/2019 10:26,10,02/09/2019 10:26,15.5041,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 10:26,10,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122587,392871,\N,\N,Withheld for privacy,9,51,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 13:26,13,02/09/2019 13:26,9.41204,4.3.1,en,\N,\N,\N,\N,BR,-300,02/09/2019 08:26,8,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122605,392889,\N,\N,Withheld for privacy,5,43,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 13:36,13,02/09/2019 13:36,0.303358,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 13:36,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122669,392954,\N,\N,Withheld for privacy,6,50,en,18193977,\N,2012,4,305,1991,en,1703944,243,1,digital_library,academic_publication,02/09/2019 14:14,14,02/09/2019 14:14,0.7287399999999999,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,02/09/2019 14:14,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122694,392980,\N,\N,Withheld for privacy,11,86,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 14:30,14,02/09/2019 14:30,1.44848,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,02/09/2019 14:30,14,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
122763,393053,\N,\N,Withheld for privacy,12,82,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 15:08,15,02/09/2019 15:08,7.460310000000001,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 15:08,15,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122789,393080,\N,\N,Withheld for privacy,11,81,en,12668034,\N,2011,7,227,1651,en,6489505,1,1,digital_library,academic_publication,02/09/2019 15:30,15,02/09/2019 15:30,9.83981,4.3.1,en,\N,\N,\N,\N,BW,200,02/09/2019 15:30,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,3,0.4286,1
122802,393093,\N,\N,Withheld for privacy,6,31,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 15:35,15,02/09/2019 15:36,3.2808900000000003,4.3.1,en,\N,\N,\N,\N,AU,1000,02/09/2019 23:35,23,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
122884,393179,\N,\N,Withheld for privacy,8,67,en,67523909,\N,2000,2,297,2024,en,5569985,50,1,digital_library,academic_publication,02/09/2019 16:19,16,02/09/2019 16:19,2.0089200000000003,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 16:19,16,5,10,content_based_filtering,mlt_QP,yes,yes,yes,\N,\N,\N,4,0.8,1
123031,393332,\N,\N,Withheld for privacy,6,37,en,10748776,en,2004,\N,148,1019,en,\N,\N,1,digital_library,academic_publication,02/09/2019 17:43,17,02/09/2019 17:43,6.62387,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 17:43,17,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
123037,393338,bfce5ffae98c0ed2f0dcaaa6a5d3f743,e6bfbd48581c9a7953f434d15b55a9d5,Sennheiser Wireless headphone transmitter RS120 Compatible Power Supply Plug Charger,10,84,en,123989043,\N,\N,\N,113,818,en,\N,\N,4,e-commerce,DAB & audio,02/09/2019 17:46,17,02/09/2019 17:46,1.87915,\N,en,\N,\N,\N,\N,US,-500,02/09/2019 10:46,10,3,8,content_based_filtering,standard_QP,yes,yes,yes,02/09/2019 17:46,02/09/2019 17:46,02/09/2019 17:48,1,0.3333,1
123045,393346,\N,\N,Withheld for privacy,4,50,af,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 17:51,17,02/09/2019 17:51,1.98768,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 17:51,17,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
123061,393362,\N,\N,Withheld for privacy,14,87,en,10938058,en,2012,6,131,886,en,5499591,7,1,digital_library,academic_publication,02/09/2019 18:00,18,02/09/2019 18:00,19.9852,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 18:00,18,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
123307,393622,46015d40bb2433595af1410c746e3471,948a5eab1f5bd85b588c3463b659ccb9,Yaesu Tranceiver FT-60R Compatible Power Supply Plug Charger,9,60,en,123986141,\N,\N,\N,109,702,en,\N,\N,4,e-commerce,\N,02/09/2019 21:33,21,02/09/2019 21:33,0.06786039999999999,\N,en,\N,\N,\N,\N,US,-700,02/09/2019 12:33,12,3,8,content_based_filtering,standard_QP,yes,yes,yes,02/09/2019 21:34,02/09/2019 21:34,02/09/2019 21:35,1,0.3333,1
123345,393662,\N,\N,Withheld for privacy,10,65,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 22:08,22,02/09/2019 22:08,8.37345,4.3.1,en,\N,\N,\N,\N,SA,300,02/09/2019 23:08,23,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,5,0.7143,1
123367,393684,\N,\N,Withheld for privacy,9,72,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,02/09/2019 22:32,22,02/09/2019 22:32,6.713210000000001,4.3.1,en,\N,\N,\N,\N,DE,200,02/09/2019 22:32,22,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
123368,393685,3ce5de6574b74d9e6f6657547091755b,2b87d422871b0b10908dd0dcf662fdb0,Orange Amplifier Micro Crush 3 Compatible Power Supply Plug Charger,9,67,en,123984724,\N,\N,\N,109,725,en,\N,\N,4,e-commerce,Music making & pedals,02/09/2019 22:32,22,02/09/2019 22:32,0.56972,\N,en,\N,\N,\N,\N,US,\N,\N,\N,3,27,sentence_embeddings,\N,no,no,no,02/09/2019 22:32,02/09/2019 22:32,02/09/2019 22:33,1,0.3333,1
123384,393702,a70c51cbe5becaa5cdb2eec6592189e9,8050c6dbfb45c70d9a5b9ba29364f177,Dirt Devil Handheld Vacuum Cleaner Gator BD10100 Compatible Power Supply Plug Charger,12,85,en,123983394,\N,\N,\N,125,833,en,\N,\N,4,e-commerce,\N,02/09/2019 22:45,22,02/09/2019 22:45,0.0713348,\N,en,\N,\N,\N,\N,US,-500,02/09/2019 15:45,15,3,13,content_based_filtering,standard_QP,yes,no,yes,02/09/2019 22:45,02/09/2019 22:45,02/09/2019 22:46,1,0.3333,1
